Year,Company,sentiment_score_positive,sentiment_score_negative,sentiment_score_polarity,sentiment_score_subjectivity,similarity_score,nlp_result
2011,TRV,368.0,1940.0,-0.6811091851468332,0.10759405155435206,0.9963196535628772,0
2011,UNH,180.0,239.0,-0.14081145551118984,0.05851138108385541,0.8481055286451196,0
2011,V,127.0,224.0,-0.2763532755659451,0.05514532599290725,0.9027479873417048,0
2011,VZ,1.0,0.0,0.9999990000010001,0.032258063475546335,0.9460910367114871,0
2011,WMT,3.0,0.0,0.9999996666667778,0.07894736634349037,0.9999999999999998,0
2012,AAPL,64.0,146.0,-0.3904761886167801,0.04628609212116242,0.954834199250966,0
2012,AMGN,115.0,130.0,-0.06122448954602249,0.04686304513258167,0.7913058320571433,0
2012,AMZN,116.0,101.0,0.06912442364458792,0.05597111166985527,0.997386871685259,0
2012,AXP,1.0,0.0,0.9999990000010001,0.041666664930555625,0.8994332406531356,0
2012,BA,163.0,331.0,-0.34008097097149603,0.07238095237034711,0.8655145291535533,0
2012,CAT,1.0,1.0,0.0,0.040816325697626006,0.8717214329391177,0
2012,CRM,194.0,248.0,-0.12217194542495036,0.0647524172187588,0.997689148930566,0
2012,CSCO,144.0,419.0,-0.48845470605958313,0.05799938188338319,0.8797152585855387,0
2012,CVX,0.0,0.0,0.0,0.0,0.8643555153951252,0
2012,DIS,141.0,195.0,-0.1607142852359694,0.04871683339876514,0.9100678226293486,0
2012,GS,343.0,880.0,-0.4390842187742565,0.05564908768004509,0.9914006698360792,0
2012,HD,84.0,59.0,0.17482517360262118,0.0480995627150691,0.9736754320945533,0
2012,HON,252.0,301.0,-0.08860759477647813,0.0620024666372909,0.9940649348783805,0
2012,IBM,0.0,0.0,0.0,0.0,0.9529406423252519,0
2012,JNJ,1.0,0.0,0.9999990000010001,0.027777777006172864,0.8650511810126529,0
2012,JPM,1.0,0.0,0.9999990000010001,0.031249999023437534,0.9469358080921138,0
2012,KO,483.0,462.0,0.022222222198706645,0.055360281191835954,0.9964775623208625,0
