Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2010-12-31,0.507219306351611,-0.04885658972562601,0.3442867467121562,0.06783001246234432,0.19065524703113623,0.6403978098017125,0.7642343331895045,-0.1806394032944595,0.19727068460674246,0.1824222837781353,-0.01920652655415689,0.26086992300275846,0.35482138655060935,0.12924092988300506,-0.010019319544753325,-0.006292259722271765,0.18936585567410225,0.26255325981842925,0.06617312288291122,0.01604958717338656,-0.07944167505685162,0.32686859605434915,-0.16711763261263857,0.0848722583920507,0.38593571638649427,0.14953813795258375,0.15917488295461535,-0.19616752496931644,0.2200625573139936,0.017349396677088347
2011-12-31,0.22887367010893755,0.16790587331978157,-0.06036268405416445,0.10422759655345737,0.13170102911108206,-0.01965670279034648,-0.2572475196276459,-0.10764026535326654,0.19377342356179605,0.008189425248969151,-0.47134964144812086,0.22621888576110316,0.02855578686975968,0.2678988132062152,0.08192641584852134,-0.2204961966978619,0.10381704358736243,0.34941876568554897,-0.03385054375318919,0.0956012915269393,-0.04754530888323949,0.13590777802247977,-0.12389377476721775,0.06336210007618659,0.0722180388953344,0.09094519062126527,0.3828295914208979,0.4511946374544933,0.1608320978453337,0.12530291549525185
2012-12-31,0.3055851559814866,0.3704427475193677,0.40127353316440684,0.20468836419965952,0.039844306875778335,-0.02058604880469339,0.6610673386294956,0.07951205023515562,0.012823637761635531,0.3196186299084798,0.35978755501202,0.4998433349744693,0.17219317069958184,0.04548929666302359,0.1034266379222164,0.29445556356173896,0.06269420867605624,-0.07891770092165096,0.1420754452379367,0.11364143211647648,0.02597645394645509,0.08171044690529827,-0.12114727319561946,0.050147147673897274,0.7116567212619118,0.2523222433087424,0.06894119955888112,0.483339698273338,0.1428716234650853,0.1588360637251489
2013-12-31,0.047508480592299174,0.3033614629580812,0.5498426109423293,0.5583653822570813,0.8062420969964335,-0.008823434180743828,0.28971202335567936,0.12766869105722023,0.16876813833834436,0.5135659040391873,0.36409100880483214,0.3240684278119368,0.44119589616010124,-0.02617892726650317,0.33218113308965735,0.3370232492350367,0.13023900518265497,0.1118735941958433,0.5130408246328146,0.25599616210842235,0.39543814967174695,0.5378423576850027,0.28695139943339676,0.2097348254804885,0.1844768495072917,0.27243786551145766,0.4026737080951035,0.4443543739139937,0.1592380149670094,0.16440046442851597
2014-12-31,0.42628413114345065,0.402191228656684,-0.22016737047383927,0.0514611720463114,-0.026749073333224516,0.04558867149884538,0.08111568566302174,0.2948832952907374,-0.06411933731211161,0.25065135328975496,0.11017027050944828,0.30745446490557216,0.12845188191024381,-0.11423740728875087,0.18059183689815406,0.0967517417423589,0.0694892741135531,0.005410770022046929,0.2184543032952011,0.1825499511518971,0.2842285177071975,0.24387526290526984,0.2868100908666398,0.1667069406967674,0.45718339289119525,0.21231860740458552,0.37791849912933073,0.1953226277132254,-0.0026341926374394697,0.11559029564627465
2015-12-31,-0.02082266742959249,0.035653547401239605,1.190749334186814,-0.24193158647983526,0.14091441006299332,-0.23267064810297777,0.3234299597459198,0.006923937585268991,-0.16468489643272954,0.13459908249273878,-0.0607064750619879,0.3043754832384069,0.05474585514026753,-0.12307791849777006,0.011905833144573386,0.07834949552425452,0.0533944161107236,0.3104438498514679,-0.05762422592219907,-0.04560257003184087,0.2187847137306278,0.3293598861067033,0.6645138341691179,-0.09322478454270255,-0.0012332815881256343,0.0951988241572308,0.1863508510824181,0.17869692980318397,0.03222663745111465,-0.26653693616989427
2016-12-31,0.12384317703522663,-0.052265025036635326,0.1772084014964148,0.11730951203682483,0.14549054417180218,0.42043156599328535,-0.10754792104203281,0.17487731468715717,0.38368717103148864,0.027249132403625476,0.37276660541928464,0.04473604454414892,0.16062822622274608,0.26748955245203265,0.17900201623370826,0.3870231020069388,0.0095894384900308,0.0671192766505917,0.24883586182369277,0.15799554120693426,0.16505688355457582,-0.1638960934561452,2.329195715579133,0.10811551851402146,0.06782871576205052,0.13887196169129368,0.3981062667537616,0.03848551489882901,0.21620451762827186,0.1572914732672277
2017-12-31,0.4804253472129769,0.18601755939225262,0.5517003942803884,0.33920464437522124,0.9311481587221737,0.7270578763712947,0.44924854246549417,0.2989280364807083,0.10448831091234156,0.029233250909758812,0.06788607540323288,0.4436525003755982,0.34715877019202024,-0.0467695999669947,0.23748553246718473,0.2539274320508442,0.13451744186321934,0.4759672153301293,0.3529777661061788,-0.03582883429230699,0.3974112339098488,0.2194097678245126,0.9042628273191236,0.12534608320306617,0.508584584631691,0.1478338793057925,0.3861369261249221,0.4443663999652101,0.016894650472638162,0.4754265421910737
2018-12-31,-0.07054326207917883,0.1321488038338139,0.2632106121225375,-0.022560359034746402,0.10776706968202165,-0.17274592060829275,0.31184759738162704,0.1489173978536349,-0.11438146279872363,-0.0036783303647875965,-0.3376184343295665,-0.06555980700114383,-0.08475139202464832,-0.2297469267475758,-0.047975940359926916,-0.0749741902295461,0.07570643833587987,0.051073632688361625,-0.16994357376530844,0.40078359679598163,0.20219070295701025,0.18093487669622443,-0.32845469558383855,0.04974801336070622,-0.04084888493428085,-0.07138844734388117,0.14161420356863075,0.15989119459004497,0.10010661782772368,-0.03275239436323385
2019-12-31,0.8874246839625388,0.29442988993868635,0.2005743720383446,0.320187507856335,0.02920169477256329,0.20166118988664006,0.19985254802914576,0.14819588113512006,0.13294997165410938,0.34346652933744126,0.36412343803128744,0.30113043929672156,0.36995863405135654,0.21924233048250374,0.174027174513965,0.4475112474748102,0.2167873797493014,0.14948972161631313,-0.04496327716809678,0.23597809628100896,0.5825923694353916,0.382432646601492,0.7340990237327414,0.40679944598121187,0.5016686762612543,0.19376936595723526,0.2277781091650184,0.42270318005315133,0.14242869442512873,0.2989804173250854
